field_1,Lat.y.y,Long.y.y,Community1,Region,District,Community,Village_HH,Village_ODFHist,Village_GC,rvalue_1
4948,0.252645,7.955137,NA,Volta,Krachi East,Taaporme Akura,11,1,NR,2
4949,0.245708,7.853615,NA,Volta,Krachi East,Tsikata Kope,19,1,NR,1
4950,0.259778,8.036498,NA,Volta,Krachi East,Yabram,9,1,NR,2
4951,0.249775,8.075522,NA,Volta,Krachi East,Yariga No.1,27,1,NR,2
4952,0.256773,8.068517,NA,Volta,Krachi East,Yariga No.2,69,1,NR,2
4953,0.255555,8.068448,NA,Volta,Krachi East,Yariga No.2 Kucha,34,1,NR,2
4954,0.253727,8.064568,NA,Volta,Krachi East,Yariga No.3,9,1,NR,2
4955,0.252993,8.0605,NA,Volta,Krachi East,Yariga No.4,10,0,NR,2
4956,0.15818,8.412011,NA,Volta,Nkwanta North,Anumantu,10,1,NR,1
4957,0.375787,8.560803,NA,Volta,Nkwanta North,Bikpalib,6,1,NR,2
4958,0.381114,8.563111,NA,Volta,Nkwanta North,Binakab No.1,20,1,NR,2
4959,0.276194,8.531472,NA,Volta,Nkwanta North,Chakosi Akura,7,1,NR,2
4960,0.218917,8.412917,NA,Volta,Nkwanta North,Homadikope,11,1,NR,1
4961,0.110612,8.397376,NA,Volta,Nkwanta North,Hondo Akura(Hundo Kope),26,1,NR,1
4962,0.352696,8.53194,NA,Volta,Nkwanta North,Jagrido,29,1,NR,2
4963,0.428306,8.618639,NA,Volta,Nkwanta North,Kanjo-Tinjase,24,1,NR,2
4964,0.445188,8.635865,NA,Volta,Nkwanta North,Katabini No.1,15,1,NR,2
4965,0.331152,8.687713,NA,Volta,Nkwanta North,Koni Papaye,15,1,NR,1
4966,0.327609,8.681271,NA,Volta,Nkwanta North,Koni Sangul,19,1,NR,1
4967,0.374445,8.560497,NA,Volta,Nkwanta North,Kpatatib,18,0,NR,2
4968,0.342941,8.525246,NA,Volta,Nkwanta North,Linakobal,21,1,NR,2
4969,0.149184,8.411088,NA,Volta,Nkwanta North,Majimaji,32,1,NR,1
4970,0.157142,8.425475,NA,Volta,Nkwanta North,Mama Akura,9,0,NR,1
4971,0.213722,8.413972,NA,Volta,Nkwanta North,Mateasekope,11,1,NR,1
4972,0.365047,8.540152,NA,Volta,Nkwanta North,Mempeasem,17,0,NR,2
4973,0.165742,8.576301,NA,Volta,Nkwanta North,Monitees,33,1,NR,1
4974,0.358758,8.668303,NA,Volta,Nkwanta North,Nangingon,37,0,NR,1
4975,0.33415,8.652139,NA,Volta,Nkwanta North,Ndipunbi Akura,6,1,NR,1
4976,0.329027,8.631671,NA,Volta,Nkwanta North,Sauli No.1,7,1,NR,1
4977,0.331584,8.636795,NA,Volta,Nkwanta North,Sauli No.2,10,1,NR,1
4978,0.302303,8.650205,NA,Volta,Nkwanta North,Taji Akura,7,1,NR,1
4979,0.281058,8.523358,NA,Volta,Nkwanta North,Tindani Akura,5,1,NR,2
4980,0.166288,8.571511,NA,Volta,Nkwanta North,Ubunja Bigbon,17,0,NR,1
4981,0.168294,8.568915,NA,Volta,Nkwanta North,Ubunja Bimabolib,27,1,NR,1
4982,0.168514,8.572458,NA,Volta,Nkwanta North,Ubunja Binajub,13,1,NR,1
4983,0.163344,8.57742,NA,Volta,Nkwanta North,Ubunja Sangul,49,1,NR,1
4984,0.103553,8.523547,NA,Volta,Nkwanta North,Ujeja Akura,12,1,NR,1
4985,0.334329,8.520823,NA,Volta,Nkwanta North,Wui,20,1,NR,2
4986,0.322248,8.65938,NA,Volta,Nkwanta North,Yagban Akura,7,1,NR,1
4987,0.503758,8.350986,NA,Volta,Nkwanta South,Abrewankor,84,0,NR,1
4988,0.482196,8.311929,NA,Volta,Nkwanta South,Abrewankor Junction,24,1,NR,2
4989,0.446971,8.354732,NA,Volta,Nkwanta South,Agou Junction,23,1,NR,2
4990,0.325665,8.347936,NA,Volta,Nkwanta South,Agou-Fie No.2,15,1,NR,1
4991,0.334725,8.34711,NA,Volta,Nkwanta South,Agou-Kunji No.1,27,0,NR,1
4992,0.393722,8.410722,NA,Volta,Nkwanta South,Atikoti,26,1,NR,2
4993,0.40832,8.232743,NA,Volta,Nkwanta South,Ato Plans,18,1,NR,2
4994,0.295009,8.319732,NA,Volta,Nkwanta South,Baduli,12,1,NR,1
4995,0.422523,8.247144,NA,Volta,Nkwanta South,Basari Akura(Odumase),82,1,NR,2
4996,0.393561,8.097312,NA,Volta,Nkwanta South,Basari Akura(Tutukpene),43,1,NR,2
4997,0.346647,8.454413,NA,Volta,Nkwanta South,Bignalib,9,1,NR,2
4998,0.343345,8.455253,NA,Volta,Nkwanta South,Bikpalib Nasantib,39,1,NR,2
4999,0.326377,8.482438,NA,Volta,Nkwanta South,Binadam,15,1,NR,3
5000,0.415573,8.553813,NA,Volta,Nkwanta South,Binakrab k,16,1,NR,1
5001,0.371584,8.436497,NA,Volta,Nkwanta South,Bincha No.1,14,1,NR,2
5002,0.37599,8.432432,NA,Volta,Nkwanta South,Bincha No.3,7,1,NR,2
5003,0.350492,8.190785,NA,Volta,Nkwanta South,Dainkope,36,1,NR,2
5004,0.292665,8.318757,NA,Volta,Nkwanta South,Dawa Akura,10,0,NR,1
5005,0.475901,8.319304,NA,Volta,Nkwanta South,Dogoketewa,6,0,NR,2
5006,0.376785,8.356974,NA,Volta,Nkwanta South,Jabari-Akura,18,1,NR,1
5007,0.347688,8.452832,NA,Volta,Nkwanta South,Kanjo-Sangul,14,1,NR,2
5008,0.486503,8.299764,NA,Volta,Nkwanta South,Katai Junction,15,1,NR,2
5009,0.398385,8.164423,NA,Volta,Nkwanta South,Kente,13,1,NR,2
5010,0.536921,8.394985,NA,Volta,Nkwanta South,Keri Zongo,6,1,NR,2
5011,0.325187,8.483828,NA,Volta,Nkwanta South,Kpajatib,12,1,NR,3
5012,0.416951,8.356681,NA,Volta,Nkwanta South,Kpapu Akura,13,1,NR,1
5013,0.342428,8.200842,NA,Volta,Nkwanta South,Krachi Akura a,13,0,NR,2
5014,0.342328,8.19773,NA,Volta,Nkwanta South,Krachi Akura b,5,1,NR,2
5015,0.325075,8.481612,NA,Volta,Nkwanta South,Kutuli,19,0,NR,3
5016,0.380898,8.431505,NA,Volta,Nkwanta South,Lege Akura No.1,26,1,NR,2
5017,0.384057,8.42602,NA,Volta,Nkwanta South,Lege Akura No.2,5,1,NR,2
5018,0.463329,8.337917,NA,Volta,Nkwanta South,Mangoase,67,1,NR,2
5019,0.340707,8.203413,NA,Volta,Nkwanta South,Nawei,16,0,NR,2
5020,0.475736,8.325736,NA,Volta,Nkwanta South,Nyambong Junction,36,0,NR,2
5021,0.492394,8.2911,NA,Volta,Nkwanta South,Nyamebekyere,5,0,NR,2
5022,0.437657,8.362974,NA,Volta,Nkwanta South,Nyameboah,8,1,NR,2
5023,0.424762,8.378882,NA,Volta,Nkwanta South,Nyankoma,27,0,NR,2
5024,0.361247,8.440212,NA,Volta,Nkwanta South,Obitiyie No.2,27,1,NR,2
5025,0.290663,8.315276,NA,Volta,Nkwanta South,Odormi,5,1,NR,1
5026,0.440673,8.259528,NA,Volta,Nkwanta South,Okubroan Junction,12,1,NR,2
5027,0.392993,8.413702,NA,Volta,Nkwanta South,Otolli Junction,26,1,NR,2
5028,0.364111,8.188722,NA,Volta,Nkwanta South,Panku Akura,38,1,NR,2
5029,0.455755,8.344817,NA,Volta,Nkwanta South,Papaye,20,1,NR,2
5030,0.566723,8.451255,NA,Volta,Nkwanta South,Pawa No.2,64,1,NR,2
5031,0.364617,8.380163,NA,Volta,Nkwanta South,Portripor No.1,89,1,NR,1
5032,0.356077,8.372744,NA,Volta,Nkwanta South,Portripor No.2,123,1,NR,1
5033,0.365532,8.374343,NA,Volta,Nkwanta South,Portripor No.3,21,1,NR,1
5034,0.366619,8.375416,NA,Volta,Nkwanta South,Portripor No.4,11,1,NR,1
5035,0.566432,8.462363,NA,Volta,Nkwanta South,Safianu,14,1,NR,2
5036,0.421487,8.3852,NA,Volta,Nkwanta South,Sikafoanbetem,11,0,NR,2
5037,0.360104,8.352889,NA,Volta,Nkwanta South,Yadjakum,26,1,NR,1
5087,0.229437941,6.867772,Awate,Volta,North Dayi,Agame,195,0,U,1
5088,0.241347406,6.867664,Awate,Volta,North Dayi,Anyigbe,29,0,U,1
5089,0.265052225,6.939329,Aveme,Volta,North Dayi,Awrokosi,54,0,U,2
5090,0.264884357,6.926534,Aveme,Volta,North Dayi,Dzeme,60,0,U,2
5091,0.24277442,6.868063,Awate,Volta,North Dayi,Dzigba,59,0,U,1
5092,0.265620079,6.937969,Aveme,Volta,North Dayi,Dzogbedze,8,0,U,2
5093,0.242185287,6.866138,Awate,Volta,North Dayi,Kpodzi,47,0,U,1
5094,0.248605671,6.904033,Aveme,Volta,North Dayi,Sabadu Atigbeta,68,0,U,1
5095,0.250369948,6.909325,Aveme,Volta,North Dayi,Sabadu Begamekomfa,56,0,U,2
5096,0.240827853,6.866484,Awate,Volta,North Dayi,Todome,23,0,U,1
5097,0.214003291,6.872345,Awate,Volta,North Dayi,Tornu,220,0,U,1
5098,0.231266751,6.867663,Awate,Volta,North Dayi,Tornyigbe,30,0,U,1
5099,0.293069594,6.891377,Anfoega,Volta,North Dayi,Wademaxe Avugborme,410,0,U,3
5100,0.424983,6.000428,NA,Volta,North Tongu,Tehe,11,1,NR,1
5117,-2.880549,6.231248,NA,Western,Bodi,Ankaase,7,1,NR,1
5118,-2.8475,6.221917,NA,Western,Bodi,Anokukrom (Apente b),5,1,NR,1
5119,-2.674268,6.331856,NA,Western,Bodi,Asousu,5,0,NR,2
5120,-2.834158,6.223948,NA,Western,Bodi,Assou Yeboah,6,1,NR,1
5121,-2.788978,6.184611,NA,Western,Bodi,Awieyeneasem,14,1,NR,2
5122,-2.841052,6.251833,NA,Western,Bodi,Benumsuo,20,1,NR,1
5123,-2.82561,6.25282,NA,Western,Bodi,Beposo,9,0,NR,1
5124,-2.838833,6.170778,NA,Western,Bodi,Bompress,8,1,NR,1
5125,-2.72103,6.2479,NA,Western,Bodi,Denchemoase,83,0,NR,1
5126,-2.88747,6.23018,NA,Western,Bodi,Dokukrom,26,1,NR,1
5127,-2.83054,6.165107,NA,Western,Bodi,Edawanim,9,1,NR,1
5128,-2.895375,6.270767,NA,Western,Bodi,Gyedi,5,1,NR,1
5129,-2.83467,6.167933,NA,Western,Bodi,Kaeatemuda,5,1,NR,1
5130,-2.842083,6.176389,NA,Western,Bodi,Kankyeabo,8,0,NR,1
5131,-2.824367,6.161797,NA,Western,Bodi,Kumadjuro,5,1,NR,1
5132,-2.712186,6.307507,NA,Western,Bodi,Kwame Adabokrom,7,0,NR,2
5133,-2.810355,6.14092,NA,Western,Bodi,Kwesibikrom,13,1,NR,2
5134,-2.80326,6.160925,NA,Western,Bodi,Ll Nkwanta,11,1,NR,2
5135,-2.812095,6.185455,NA,Western,Bodi,Nkansahkrom,11,1,NR,1
5136,-2.805333,6.177861,NA,Western,Bodi,Nkrumahkrom,19,1,NR,2
5137,-2.662722,6.341861,NA,Western,Bodi,Odumtankwa,11,1,NR,2
5138,-2.891255,6.23265,NA,Western,Bodi,Ohiabedibro,12,1,NR,1
5139,-2.68775,6.331639,NA,Western,Bodi,Oparekrom,16,1,NR,2
5140,-2.683472,6.32975,NA,Western,Bodi,Oparekrom Junction,29,1,NR,2
5141,-2.878847,6.222405,NA,Western,Bodi,Sarfokrom,8,1,NR,1
5142,-2.679028,6.331169,NA,Western,Bodi,Take Your Time,12,1,NR,2
5143,-2.820371,6.160224,NA,Western,Bodi,Timothykrom,6,1,NR,1
5144,-2.891043,6.27625,NA,Western,Bodi,Timtimtwe,7,0,NR,1
5145,-2.848923,6.170706,NA,Western,Bodi,Tordzro,5,1,NR,1
5146,-2.813667,6.222056,NA,Western,Bodi,Yayaso,9,1,NR,1
5147,-2.90715,6.213851,NA,Western,Bodi,Yeboano,8,1,NR,1
5148,-1.94389,4.950692,NA,Western,Mpohor,Tsimtsimhwe,5,0,NR,1
5149,-2.580667,6.148498,NA,Western,Sefwi Akontombra,Bopa Nkwanta,9,0,NR,2
5150,-2.848159,6.116463,NA,Western,Sefwi Akontombra,Nfrantaline,10,1,NR,1
5151,-2.585733,6.135648,NA,Western,Sefwi Akontombra,Nyamebekyere,7,0,NR,2
5152,-2.593733,6.190687,NA,Western,Sefwi Akontombra,Nyamepebone,6,0,NR,1
5153,-2.380556,6.196194,NA,Western,Sefwi-Wiawso,Aboanidua,46,1,NR,2
5154,-2.492917,6.172056,NA,Western,Sefwi-Wiawso,Aboboyaa,12,0,NR,1
5155,-2.615917,6.414722,NA,Western,Sefwi-Wiawso,Abonsi,11,1,NR,2
5156,-2.636611,6.444528,NA,Western,Sefwi-Wiawso,Aboso,11,1,NR,2
5157,-2.4125,6.318111,NA,Western,Sefwi-Wiawso,Anglo,31,1,NR,2
5158,-2.536417,6.2539,NA,Western,Sefwi-Wiawso,Asubea,6,1,NR,1
5159,-2.620833,6.427056,NA,Western,Sefwi-Wiawso,Awutu,11,1,NR,2
5160,-2.449194,6.256167,NA,Western,Sefwi-Wiawso,Ayirikrom,13,1,NR,2
5161,-2.418389,6.311611,NA,Western,Sefwi-Wiawso,Bako Nka,36,1,NR,2
5162,-2.391389,6.170611,NA,Western,Sefwi-Wiawso,Bedii,25,1,NR,1
5163,-2.615333,6.391861,NA,Western,Sefwi-Wiawso,Gyampokrom,14,0,NR,2
5164,-2.560694,6.216667,NA,Western,Sefwi-Wiawso,Gyatokrom,12,1,NR,1
5165,-2.41225,6.329306,NA,Western,Sefwi-Wiawso,Kwamebour,33,1,NR,2
5166,-2.385608,6.224913,NA,Western,Sefwi-Wiawso,Kwamenninkrom,12,1,NR,2
5167,-2.386799,6.236839,NA,Western,Sefwi-Wiawso,Larwekrom,22,1,NR,2
5168,-2.596937,6.321712,NA,Western,Sefwi-Wiawso,Mile 5,12,1,NR,1
5169,-2.989628,6.187487,NA,Western,Suaman,Lasisikrom,8,1,NR,1
5170,-2.281583,5.585444,NA,Western,Wassa Amenfi Central,Aku Nkwanta (Ohiamankoa),5,0,NR,1
5171,-2.244444,5.552745,NA,Western,Wassa Amenfi Central,Akyemkrom,9,0,NR,1
5172,-2.285083,5.599278,NA,Western,Wassa Amenfi Central,Chichiso No.1,14,1,NR,1
5173,-2.231556,5.584389,NA,Western,Wassa Amenfi Central,Chichiso No.2,12,1,NR,1
5174,-2.408,5.596444,NA,Western,Wassa Amenfi Central,Dankwawora No.1,5,1,NR,1
5175,-2.349278,5.633083,NA,Western,Wassa Amenfi Central,Dokoreso,53,1,NR,2
5176,-2.256896,5.802815,NA,Western,Wassa Amenfi Central,Koffiekrom,14,1,NR,1
5177,-2.254111,5.600528,NA,Western,Wassa Amenfi Central,Kwaboakrom,23,1,NR,1
5178,-2.27397,5.776446,NA,Western,Wassa Amenfi Central,Manukrom,8,1,NR,1
5179,-2.267205,5.810202,NA,Western,Wassa Amenfi Central,Nkwantanan,24,1,NR,1
5180,-2.237652,5.800852,NA,Western,Wassa Amenfi Central,Obrakyere,10,1,NR,1
5181,-2.382865,5.73634,NA,Western,Wassa Amenfi Central,Pebiase Nkwanta,5,1,NR,2
5182,-2.278533,5.780022,NA,Western,Wassa Amenfi Central,Takyikrom,7,1,NR,1
5183,-2.042056,5.673139,NA,Western,Wassa Amenfi East,Akwadaakrom,12,0,NR,1
5184,-1.931629,5.829889,NA,Western,Wassa Amenfi East,Djorboa,5,0,NR,2
5185,-2.488533,5.769573,NA,Western,Wassa Amenfi West,Aboi Nkwanta,45,0,NR,2
5186,-2.487808,5.700003,NA,Western,Wassa Amenfi West,Aggreso Nkwanta,5,0,NR,2
5187,-2.425367,5.647984,NA,Western,Wassa Amenfi West,Akakpokrom,5,1,NR,1
5188,-2.343472,5.833583,NA,Western,Wassa Amenfi West,Akokofe,13,1,NR,1
5189,-2.447222,5.701083,NA,Western,Wassa Amenfi West,Atobrakrom,42,1,NR,2
5190,-2.42789,5.650673,NA,Western,Wassa Amenfi West,Ayensukrom,8,1,NR,1
5191,-2.420194,5.695972,NA,Western,Wassa Amenfi West,Gonukrom,36,1,NR,2
5192,-2.417043,5.773931,NA,Western,Wassa Amenfi West,Gyaman Beposo,17,1,NR,2
5193,-2.42344,5.66142,NA,Western,Wassa Amenfi West,Kamaboi,22,1,NR,1
5194,-2.393389,5.694167,NA,Western,Wassa Amenfi West,Kamaso,7,0,NR,1
5195,-2.419611,5.6975,NA,Western,Wassa Amenfi West,Koduakrom,43,1,NR,2
5196,-2.476861,5.698917,NA,Western,Wassa Amenfi West,Kramokrom,11,0,NR,2
5197,-2.331694,5.823056,NA,Western,Wassa Amenfi West,Nkwantanum,41,1,NR,1
5198,-2.381269,5.789672,NA,Western,Wassa Amenfi West,Nsabrekwa No.2,29,1,NR,1
5199,-2.378682,5.784262,NA,Western,Wassa Amenfi West,Nsabrekwa No.3,21,1,NR,1
5200,-2.37329,5.793,NA,Western,Wassa Amenfi West,Nsabrekwa No.4,27,1,NR,1
5201,-2.34875,5.798417,NA,Western,Wassa Amenfi West,Nyamendae,54,1,NR,1
5202,-2.43322,5.736885,NA,Western,Wassa Amenfi West,Sika Nti No.5,11,1,NR,1
5203,-2.372772,5.81702,NA,Western,Wassa Amenfi West,Tinagyei No.1,6,0,NR,1
5204,-2.367791,5.813429,NA,Western,Wassa Amenfi West,Tinagyei No.2,8,1,NR,1
5205,-1.512645,5.387442,NA,Western,Wassa East,Esukese Ekyir,5,0,NR,1
